OBJECTID,HAMILTON_3525005_C00000,TOTAL_FEMALE,TOTAL_MALE,TOTAL_SEX
1373,      Flemish,50,85,135
1374,      Frisian,65,95,165
1375,      German,26105,24295,50405
1376,      Luxembourger,15,10,20
1377,      Swiss,765,695,1465
1378,"      Western European origins, n.i.e.",30,25,55
1814,"  Architecture, engineering, and related technologies",3105,32620,35730
1815,    04. Architecture and related services,395,1315,1710
1816,    14. Engineering,1165,5475,6635
1817,    15. Engineering technologies and engineering-related fields,1095,7850,8940
1818,    30.12 Historic preservation and conservation,10,0,0
1819,    46. Construction trades,155,6400,6555
1820,    47. Mechanic and repair technologies/technicians,130,7285,7415
1821,    48. Precision production,170,4295,4465
1822,"  Agriculture, natural resources and conservation",1190,1480,2665
1823,"    01. Agriculture, agriculture operations and related sciences",860,960,1815
1824,    03. Natural resources and conservation,330,520,850
1825,  Health and related fields,25010,5595,30610
1826,"    31. Parks, recreation, leisure and fitness studies",1445,1220,2670
1827,    51. Health professions and related programs,23130,3940,27070
1828,"    60. Dental, medical and veterinary residency programs",435,435,875
1829,"  Personal, protective and transportation services",5870,5265,11130
1830,    12. Personal and culinary services,4800,1435,6230
1831,"    28. Military science, leadership and operational art",20,20,40
1832,    29. Military technologies and applied sciences,10,25,25
1833,    43. Security and protective services,920,2295,3215
1834,    49. Transportation and materials moving,125,1485,1615
1835,  Other,40,10,50
1836,"    30.99 Multidisciplinary/interdisciplinary studies, other",35,10,50
1837,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 15 years and over in private households - 25% sample data,227030,214025,441060
1838,"  No postsecondary certificate, diploma or degree",107510,105810,213320
1839,"  Postsecondary certificate, diploma or degree",119520,108215,227730
1840,    Location of study inside Canada,101625,90580,192205
1841,      Same as province or territory of residence,97035,86495,183530
1842,      Different than province or territory of residence,4590,4090,8680
1843,    Location of study outside Canada,17895,17635,35530
1844,      United States,2970,2865,5835
1845,      Philippines,1665,815,2485
1846,      India,1440,1520,2960
1847,      United Kingdom,1825,2320,4150
1848,      China,800,615,1415
1849,      France,85,110,195
1850,      Other,9110,9385,18495
1851,Total - Location of study compared with province or territory of residence with countries outside Canada for the population aged 25 to 64 years in private households - 25% sample data,146200,139460,285655
1852,"  No postsecondary certificate, diploma or degree",52035,57535,109565
1853,"  Postsecondary certificate, diploma or degree",94170,81925,176095
1854,    Location of study inside Canada,80435,69735,150170
1855,      Same as province or territory of residence,77020,66660,143675
1856,      Different than province or territory of residence,3415,3075,6490
1857,    Location of study outside Canada,13735,12190,25925
1858,      United States,2450,2160,4605
1859,      Philippines,1375,655,2030
1860,      India,1185,1140,2330
1861,      United Kingdom,865,1000,1865
1862,      China,665,490,1150
1863,      France,70,95,170
1864,      Other,7120,6655,13775
1865,Total - Population aged 15 years and over by Labour force status - 25% sample data,227035,214025,441060
1866,  In the labour force,134590,144050,278645
1867,    Employed,125775,133295,259065
1868,    Unemployed,8810,10760,19575
1869,  Not in the labour force,92445,69975,162415
1870,Participation rate,59.3,67.3,63.2
1871,Employment rate,55.4,62.3,58.7
1872,Unemployment rate,6.5,7.5,7
1873,Total population aged 15 years and over by work activity during the reference year - 25% sample data,227030,214025,441055
1874,  Did not work,88090,66820,154915
1875,  Worked,138940,147205,286140
1876,"    Worked full year, full time",65630,83445,149070
1877,    Worked part year and/or part time,73310,63760,137070
1878,Average weeks worked in reference year,42.7,43.4,43.1
1879,Total labour force aged 15 years and over by class of worker - 25% sample data,134590,144055,278645
1880,  Class of worker - not applicable,3260,3395,6655
1881,  All classes of workers,131325,140655,271985
1882,    Employee,121010,122890,243900
1883,    Self-employed,10320,17770,28090
1884,Total labour force population aged 15 years and over by occupation - National Occupational Classification (NOC) 2016 - 25% sample data,134590,144055,278645
1885,  Occupation - not applicable,3260,3390,6655
1886,  All occupations,131325,140660,271985
1887,    0 Management occupations,10340,16430,26770
1888,"    1 Business, finance and administration occupations",27255,11555,38815
1889,    2 Natural and applied sciences and related occupations,3020,12585,15600
1890,    3 Health occupations,17545,4195,21740
1891,"    4 Occupations in education, law and social, community and government services",22375,10730,33105
1892,"    5 Occupations in art, culture, recreation and sport",4130,3625,7755
1893,    6 Sales and service occupations,39065,27495,66560
1894,"    7 Trades, transport and equipment operators and related occupations",2365,38320,40685
1895,"    8 Natural resources, agriculture and related production occupations",1090,3595,4685
1896,    9 Occupations in manufacturing and utilities,4145,12130,16270
1897,Total Labour Force population aged 15 years and over by Industry - North American Industry Classification System (NAICS) 2012 - 25% sample data,134590,144055,278645
1898,  Industry - NAICS2012 - not applicable,3260,3395,6655
1899,  All industry categories,131330,140660,271990
1900,"    11 Agriculture, forestry, fishing and hunting",1115,1750,2865
1901,"    21 Mining, quarrying, and oil and gas extraction",35,280,320
1902,    22 Utilities,325,990,1315
1903,    23 Construction,2500,17615,20110
1904,    31-33 Manufacturing,7780,25370,33155
1905,    41 Wholesale trade,3340,7770,11110
1906,    44-45 Retail trade,17625,14575,32195
1907,    48-49 Transportation and warehousing,2935,8530,11460
1908,    51 Information and cultural industries,2345,3200,5545
1909,    52 Finance and insurance,6500,4335,10835
1910,    53 Real estate and rental and leasing,2270,2600,4870
1911,"    54 Professional, scientific and technical services",7155,8550,15705
1912,    55 Management of companies and enterprises,235,170,400
1913,"    56 Administrative and support, waste management and remediation services",5770,8355,14125
1914,    61 Educational services,16205,8100,24300
1915,    62 Health care and social assistance,29825,6455,36280
1916,"    71 Arts, entertainment and recreation",2255,2580,4840
1917,    72 Accommodation and food services,11040,7280,18325
1918,    81 Other services (except public administration),6220,5520,11740
1919,    91 Public administration,5860,6630,12490
1920,Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,125775,133290,259065
1921,  Worked at home,8210,7575,15785
1922,  Worked outside Canada,270,720,990
1923,  No fixed workplace address,7730,21435,29165
1924,  Worked at usual place,109570,103560,213130
1925,Total - Commuting destination for the employed labour force aged 15 years and over in private households with a usual place of work - 25% sample data,109570,103560,213135
1926,  Commute within census subdivision (CSD) of residence,79305,63265,142570
1927,  Commute to a different census subdivision (CSD) within census division (CD) of residence,30,30,55
1928,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,30025,39985,70010
1929,  Commute to a different province or territory,215,280,495
1930,Total - Main mode of commuting for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,117305,124990,242295
1931,"  Car, truck, van - as a driver",84545,99280,183830
1932,"  Car, truck, van - as a passenger",9550,7795,17345
1933,  Public transit,14925,10615,25545
1934,  Walked,6500,4710,11210
1935,  Bicycle,660,1580,2245
1936,  Other method,1120,1005,2120
1937,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,117305,124995,242290
1938,  Less than 15 minutes,28890,23475,52365
1939,  15 to 29 minutes,47610,44985,92595
1940,  30 to 44 minutes,21785,26055,47840
1941,  45 to 59 minutes,8570,12710,21280
1942,  60 minutes and over,10450,17765,28210
1943,Total - Time leaving for work for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,117300,124990,242295
1944,  Between 5 a.m. and 5:59 a.m.,5270,15895,21160
1945,  Between 6 a.m. and 6:59 a.m.,17130,28000,45135
1946,  Between 7 a.m. and 7:59 a.m.,30530,28360,58890
1947,  Between 8 a.m. and 8:59 a.m.,29580,18955,48540
1948,  Between 9 a.m. and 11:59 a.m.,15525,10970,26495
1949,  Between 12 p.m. and 4:59 a.m.,19265,22810,42075
1950,"Total - Language used most often at work for the population in private households aged 15 years and over who worked since January 1, 2015 - 25% sample data",143560,151820,295380
1951,  Single responses,142165,150525,292690
1952,    Official languages,141410,149610,291015
1953,      English,140590,149300,289890
1954,      French,815,315,1130
1955,    Non-official languages,755,920,1675
1956,      Aboriginal languages,0,0,0
1957,        Algonquian languages,0,0,0
1958,          Blackfoot,0,0,0
1959,          Cree-Montagnais languages,0,0,0
1960,            Atikamekw,0,0,0
1961,            Montagnais (Innu),0,0,0
1962,            Moose Cree,0,0,0
1963,            Naskapi,0,0,0
1964,            Northern East Cree,0,0,0
1965,            Plains Cree,0,0,0
1966,            Southern East Cree,0,0,0
1967,            Swampy Cree,0,0,0
1968,            Woods Cree,0,0,0
1969,"            Cree, n.o.s.",0,0,0
1970,          Eastern Algonquian languages,0,0,0
1971,            Malecite,0,0,0
1972,            Mi'kmaq,0,0,0
1973,          Ojibway-Potawatomi languages,0,0,0
1974,            Algonquin,0,0,0
1975,            Ojibway,0,0,0
1976,            Oji-Cree,0,0,0
1977,            Ottawa (Odawa),0,0,0
1978,"          Algonquian languages, n.i.e.",0,0,0
1979,        Athabaskan languages,0,0,0
1980,          Northern Athabaskan languages,0,0,0
1981,            Babine (Wetsuwet'en),0,0,0
1982,            Beaver,0,0,0
1983,            Carrier,0,0,0
1984,            Chilcotin,0,0,0
1985,            Dene,0,0,0
1986,            Dogrib (Tlicho),0,0,0
1987,            Gwich'in,0,0,0
1988,            Sarsi (Sarcee),0,0,0
1989,            Sekani,0,0,0
1990,            Slavey-Hare languages,0,0,0
1991,              North Slavey (Hare),0,0,0
1992,              South Slavey,0,0,0
1993,"              Slavey, n.o.s.",0,0,0
1994,            Tahltan languages,0,0,0
1995,              Kaska (Nahani),0,0,0
1996,              Tahltan,0,0,0
1997,            Tutchone languages,0,0,0
1998,              Northern Tutchone,0,0,0
1999,              Southern Tutchone,0,0,0
2000,"          Athabaskan languages, n.i.e.",0,0,0
